579,89
731,89
8,92
15,92
275,92
348,92
639,92
671,92
962,92
1035,92
1295,92
4,94
77,94
1233,94
8,95
25,95
32,95
66,95
1244,95
170,96
1140,96
71,99
151,99
4,101
22,102
29,102
64,102
113,102
141,102
1246,102
4,103
4,105
1,106
9,106
11,106
15,106
25,106
221,106
233,106
337,106
421,106
638,106
672,106
973,106
1077,106
1301,106
1309,106
15,109
148,109
229,109
475,109
835,109
1081,109
60,113
102,113
423,116
887,116
175,123
1135,123
462,127
848,127
134,130
586,130
724,130
130,134
1,137
32,137
263,137
606,137
704,137
8,141
25,141
53,141
102,141
137,141
517,141
793,141
1173,141
74,142
158,142
29,143
32,144
67,144
190,144
1120,144
158,145
22,148
29,148
71,148
99,148
109,148
427,148
514,148
796,148
883,148
1211,148
11,151
64,151
99,151
151,151
4,154
33,156
1277,156
68,158
142,158
145,158
193,164
1117,164
10,165
18,165
1300,165
166,166
3,168
77,168
25,169
276,169
1034,169
1285,169
295,172
1015,172
436,179
874,179
84,180
1226,180
250,185
1060,185
186,186
1124,186
4,187
322,187
988,187
6,189
1304,189
24,193
52,193
66,197
329,197
981,197
31,207
1279,207
570,208
740,208
91,211
634,211
676,211
1219,211
239,212
320,212
334,212
976,212
990,212
149,214
214,214
271,214
1039,214
1161,214
131,218
218,218
1179,218
5,220
1305,220
11,221
57,221
106,221
235,235
212,239
1,242
1309,242
87,248
407,249
903,249
630,253
680,253
596,256
714,256
147,260
1163,260
137,263
25,295
556,309
754,309
254,316
1056,316
488,357
822,357
141,372
1169,372
377,382
933,382
94,386
1216,386
29,394
1281,394
403,401
907,401
250,406
1060,406
250,411
1060,411
387,414
923,414
106,421
183,424
1127,424
343,428
967,428
380,431
930,431
15,442
509,491
801,491
308,508
346,508
964,508
1002,508
25,599
595,617
715,617
375,668
935,668
643,690
667,690
3,726
1307,726
298,729
588,729
722,729
1012,729
343,736
967,736
487,794
823,794
21,795
1289,795
49,809
1261,809
641,834
669,834
67,844
1243,844
77,863
1233,863
633,869
638,869
672,869
677,869
487,878
823,878
56,879
1254,879
481,890
829,890
352,893
958,893

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
